Record Date,Security Type Description,Security Class Description,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2003-05-31","Nonmarketable","Foreign Series","11757.00","0.00","11757.00","9","2003","3","2003","2","05","31"
"2003-05-31","Nonmarketable","State and Local Government Series","140651.00","0.00","140651.00","11","2003","3","2003","2","05","31"
"2003-05-31","Total Public Debt Outstanding","_","3776622.00","2781525.00","6558147.00","17","2003","3","2003","2","05","31"
"2003-05-31","Nonmarketable","Government Account Series","53093.00","2766142.00","2819235.00","13","2003","3","2003","2","05","31"
"2003-05-31","Marketable","Inflation-Indexed Notes","109175.00","0.00","109175.00","4","2003","3","2003","2","05","31"
"2003-05-31","Marketable","Bonds","582201.00","310.00","582511.00","3","2003","3","2003","2","05","31"
"2003-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2003","3","2003","2","05","31"
"2003-05-31","Marketable","Inflation-Indexed Bonds","46153.00","0.00","46153.00","5","2003","3","2003","2","05","31"
"2003-05-31","Nonmarketable","United States Savings Securities","198463.00","0.00","198463.00","12","2003","3","2003","2","05","31"
"2003-05-31","Total Nonmarketable","_","438080.00","2766142.00","3204222.00","15","2003","3","2003","2","05","31"
"2003-05-31","Marketable","Notes","1690261.00","39.00","1690300.00","2","2003","3","2003","2","05","31"
"2003-06-30","Nonmarketable","State and Local Government Series","140497.00","0.00","140497.00","10","2003","3","2003","2","06","30"
"2003-06-30","Nonmarketable","Foreign Series","11657.00","0.00","11657.00","8","2003","3","2003","2","06","30"
"2003-06-30","Total Nonmarketable","_","438126.00","2852907.00","3291033.00","14","2003","3","2003","2","06","30"
"2003-06-30","Marketable","Bonds","582197.00","310.00","582507.00","3","2003","3","2003","2","06","30"
"2003-06-30","Nonmarketable","Government Account Series","52559.00","2852907.00","2905466.00","12","2003","3","2003","2","06","30"
"2003-06-30","Marketable","Inflation-Indexed Notes","108967.00","0.00","108967.00","4","2003","3","2003","2","06","30"
"2003-06-30","Total Marketable","_","3378705.00","383.00","3379089.00","6","2003","3","2003","2","06","30"
"2003-06-30","Nonmarketable","United States Savings Securities","199181.00","0.00","199181.00","11","2003","3","2003","2","06","30"
"2003-06-30","Nonmarketable","Other","4236.00","0.00","4236.00","13","2003","3","2003","2","06","30"
"2003-06-30","Marketable","Bills","927754.00","34.00","927788.00","1","2003","3","2003","2","06","30"
"2003-06-30","Marketable","Inflation-Indexed Bonds","46065.00","0.00","46065.00","5","2003","3","2003","2","06","30"
"2003-06-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2003","3","2003","2","06","30"
"2003-06-30","Total Public Debt Outstanding","_","3816831.00","2853290.00","6670121.00","16","2003","3","2003","2","06","30"
"2003-06-30","Marketable","Notes","1713723.00","39.00","1713762.00","2","2003","3","2003","2","06","30"
"2003-06-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2003","3","2003","2","06","30"
"2003-07-31","Marketable","Bills","937012.00","31.00","937043.00","1","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","Foreign Series","11557.00","0.00","11557.00","9","2003","4","2003","3","07","31"
"2003-07-31","Marketable","Notes","1727709.00","47.00","1727756.00","2","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","United States Savings Securities","200036.00","0.00","200036.00","12","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","Depositary Compensation Securities","44701.00","0.00","44701.00","7","2003","4","2003","3","07","31"
"2003-07-31","Marketable","Inflation-Indexed Bonds","45988.00","0.00","45988.00","5","2003","4","2003","3","07","31"
"2003-07-31","Total Public Debt Outstanding","_","3902894.00","2848301.00","6751195.00","17","2003","4","2003","3","07","31"
"2003-07-31","Total Nonmarketable","_","490196.00","2847913.00","3338109.00","15","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","10","2003","4","2003","3","07","31"
"2003-07-31","Marketable","Bonds","582194.00","310.00","582504.00","3","2003","4","2003","3","07","31"
"2003-07-31","Total Marketable","_","3412697.00","388.00","3413086.00","6","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","Government Account Series","52997.00","2847913.00","2900910.00","13","2003","4","2003","3","07","31"
"2003-07-31","Marketable","Inflation-Indexed Notes","119794.00","0.00","119794.00","4","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","State and Local Government Series","146673.00","0.00","146673.00","11","2003","4","2003","3","07","31"
"2003-07-31","Nonmarketable","Other","4236.00","0.00","4236.00","14","2003","4","2003","3","07","31"
"2003-08-31","Marketable","Inflation-Indexed Bonds","46034.00","0.00","46034.00","5","2003","4","2003","3","08","31"
"2003-08-31","Marketable","Bonds","576601.00","310.00","576910.00","3","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","10","2003","4","2003","3","08","31"
"2003-08-31","Total Nonmarketable","_","494047.00","2841793.00","3335840.00","15","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","Foreign Series","11107.00","0.00","11107.00","9","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","Depositary Compensation Securities","44701.00","0.00","44701.00","7","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","Other","4250.00","0.00","4250.00","14","2003","4","2003","3","08","31"
"2003-08-31","Total Public Debt Outstanding","_","3947860.00","2842181.00","6790041.00","17","2003","4","2003","3","08","31"
"2003-08-31","Marketable","Bills","961642.00","31.00","961674.00","1","2003","4","2003","3","08","31"
"2003-08-31","Marketable","Inflation-Indexed Notes","119905.00","0.00","119905.00","4","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","State and Local Government Series","149855.00","0.00","149855.00","11","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","United States Savings Securities","200773.00","0.00","200773.00","12","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","Government Account Series","53365.00","2841793.00","2895158.00","13","2003","4","2003","3","08","31"
"2003-08-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2003","4","2003","3","08","31"
"2003-08-31","Total Marketable","_","3453812.00","388.00","3454201.00","6","2003","4","2003","3","08","31"
"2003-08-31","Marketable","Notes","1749631.00","47.00","1749678.00","2","2003","4","2003","3","08","31"
"2003-09-30","Nonmarketable","Depositary Compensation Securities","14991.00","0.00","14991.00","7","2003","4","2003","3","09","30"
"2003-09-30","Total Nonmarketable","_","463760.00","2858753.00","3322513.00","15","2003","4","2003","3","09","30"
"2003-09-30","Marketable","Inflation-Indexed Notes","120035.00","0.00","120035.00","4","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","Foreign Series","11007.00","0.00","11007.00","9","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2003","4","2003","3","09","30"
"2003-09-30","Marketable","Inflation-Indexed Bonds","46085.00","0.00","46085.00","5","2003","4","2003","3","09","30"
"2003-09-30","Marketable","Notes","1799424.00","47.00","1799471.00","2","2003","4","2003","3","09","30"
"2003-09-30","Marketable","Bonds","576590.00","310.00","576900.00","3","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","State and Local Government Series","148366.00","0.00","148366.00","11","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","10","2003","4","2003","3","09","30"
"2003-09-30","Marketable","Bills","918196.00","31.00","918227.00","1","2003","4","2003","3","09","30"
"2003-09-30","Total Marketable","_","3460330.00","388.00","3460718.00","6","2003","4","2003","3","09","30"
"2003-09-30","Total Public Debt Outstanding","_","3924090.00","2859141.00","6783231.00","17","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","Government Account Series","53463.00","2858753.00","2912216.00","13","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","United States Savings Securities","201561.00","0.00","201561.00","12","2003","4","2003","3","09","30"
"2003-09-30","Nonmarketable","Other","4376.00","0.00","4376.00","14","2003","4","2003","3","09","30"
"2003-10-31","Marketable","Bonds","576586.00","310.00","576896.00","3","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","Depositary Compensation Securities","20662.00","0.00","20662.00","7","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","State and Local Government Series","149094.00","0.00","149094.00","11","2004","1","2003","4","10","31"
"2003-10-31","Marketable","Inflation-Indexed Bonds","46256.00","0.00","46256.00","5","2004","1","2003","4","10","31"
"2003-10-31","Marketable","Inflation-Indexed Notes","129528.00","0.00","129528.00","4","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","10","2004","1","2003","4","10","31"
"2003-10-31","Marketable","Bills","943890.00","30.00","943921.00","1","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","Other","4392.00","0.00","4392.00","14","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","Foreign Series","11007.00","0.00","11007.00","9","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","United States Savings Securities","203010.00","0.00","203010.00","12","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","Government Account Series","53446.00","2881780.00","2935227.00","13","2004","1","2003","4","10","31"
"2003-10-31","Total Marketable","_","3518901.00","387.00","3519288.00","6","2004","1","2003","4","10","31"
"2003-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2004","1","2003","4","10","31"
"2003-10-31","Marketable","Notes","1822640.00","47.00","1822687.00","2","2004","1","2003","4","10","31"
"2003-10-31","Total Nonmarketable","_","471607.00","2881780.00","3353388.00","15","2004","1","2003","4","10","31"
"2003-10-31","Total Public Debt Outstanding","_","3990508.00","2882168.00","6872676.00","17","2004","1","2003","4","10","31"
"2003-11-30","Marketable","Bills","954723.00","30.00","954753.00","1","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","Government Account Series","53519.00","2891851.00","2945370.00","13","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","Foreign Series","9857.00","0.00","9857.00","9","2004","1","2003","4","11","30"
"2003-11-30","Marketable","Inflation-Indexed Bonds","46407.00","0.00","46407.00","5","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","Other","4290.00","0.00","4290.00","14","2004","1","2003","4","11","30"
"2003-11-30","Marketable","Notes","1867370.00","47.00","1867417.00","2","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","United States Savings Securities","203585.00","0.00","203585.00","12","2004","1","2003","4","11","30"
"2003-11-30","Marketable","Bonds","564199.00","232.00","564431.00","3","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","10","2004","1","2003","4","11","30"
"2003-11-30","Total Marketable","_","3562650.00","310.00","3562960.00","6","2004","1","2003","4","11","30"
"2003-11-30","Total Nonmarketable","_","470254.00","2891851.00","3362105.00","15","2004","1","2003","4","11","30"
"2003-11-30","Total Public Debt Outstanding","_","4032905.00","2892161.00","6925065.00","17","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","State and Local Government Series","148346.00","0.00","148346.00","11","2004","1","2003","4","11","30"
"2003-11-30","Nonmarketable","Depositary Compensation Securities","20662.00","0.00","20662.00","7","2004","1","2003","4","11","30"
"2003-11-30","Marketable","Inflation-Indexed Notes","129951.00","0.00","129951.00","4","2004","1","2003","4","11","30"
"2003-12-31","Marketable","Notes","1905725.00","47.00","1905772.00","2","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","Other","4241.00","0.00","4241.00","14","2004","1","2003","4","12","31"
"2003-12-31","Total Public Debt Outstanding","_","4044244.00","2953720.00","6997964.00","17","2004","1","2003","4","12","31"
"2003-12-31","Marketable","Bills","928768.00","30.00","928799.00","1","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","Foreign Series","9702.00","0.00","9702.00","9","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","United States Savings Securities","203862.00","0.00","203862.00","12","2004","1","2003","4","12","31"
"2003-12-31","Marketable","Inflation-Indexed Notes","129829.00","0.00","129829.00","4","2004","1","2003","4","12","31"
"2003-12-31","Total Marketable","_","3574873.00","310.00","3575182.00","6","2004","1","2003","4","12","31"
"2003-12-31","Total Nonmarketable","_","469371.00","2953411.00","3422782.00","15","2004","1","2003","4","12","31"
"2003-12-31","Marketable","Inflation-Indexed Bonds","46364.00","0.00","46364.00","5","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","Depositary Compensation Securities","18812.00","0.00","18812.00","7","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","10","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","State and Local Government Series","149189.00","0.00","149189.00","11","2004","1","2003","4","12","31"
"2003-12-31","Marketable","Bonds","564186.00","232.00","564418.00","3","2004","1","2003","4","12","31"
"2003-12-31","Nonmarketable","Government Account Series","53569.00","2953411.00","3006980.00","13","2004","1","2003","4","12","31"
"2004-01-31","Nonmarketable","State and Local Government Series","147438.00","0.00","147438.00","11","2004","2","2004","1","01","31"
"2004-01-31","Total Nonmarketable","_","463711.00","2963734.00","3427445.00","15","2004","2","2004","1","01","31"
"2004-01-31","Total Marketable","_","3581490.00","300.00","3581789.00","6","2004","2","2004","1","01","31"
"2004-01-31","Marketable","Bills","907841.00","30.00","907871.00","1","2004","2","2004","1","01","31"
"2004-01-31","Nonmarketable","United States Savings Securities","204254.00","0.00","204254.00","12","2004","2","2004","1","01","31"
"2004-01-31","Nonmarketable","Foreign Series","5881.00","0.00","5881.00","9","2004","2","2004","1","01","31"
"2004-01-31","Marketable","Inflation-Indexed Bonds","46241.00","0.00","46241.00","5","2004","2","2004","1","01","31"
"2004-01-31","Total Public Debt Outstanding","_","4045201.00","2964034.00","7009235.00","17","2004","2","2004","1","01","31"
"2004-01-31","Nonmarketable","Government Account Series","53088.00","2963734.00","3016822.00","13","2004","2","2004","1","01","31"
"2004-01-31","Marketable","Notes","1921742.00","37.00","1921779.00","2","2004","2","2004","1","01","31"
"2004-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","8","2004","2","2004","1","01","31"
"2004-01-31","Marketable","Bonds","564180.00","232.00","564412.00","3","2004","2","2004","1","01","31"
"2004-01-31","Marketable","Inflation-Indexed Notes","141486.00","0.00","141486.00","4","2004","2","2004","1","01","31"
