Year,Country,Central government personal income tax rates and thresholds,Value,Flags
"2005","Netherlands","Marginal rate1",1.8,
"2006","Netherlands","Marginal rate1",2.45,
"2007","Netherlands","Marginal rate1",2.5,
"2008","Netherlands","Marginal rate1",2.45,
"2009","Netherlands","Marginal rate1",2.35,
"2010","Netherlands","Marginal rate1",2.3,
"2011","Netherlands","Marginal rate1",1.85,
"2012","Netherlands","Marginal rate1",1.95,
"2013","Netherlands","Marginal rate1",5.85,
"2000","New Zealand","Marginal rate1",15,
"2001","New Zealand","Marginal rate1",15,
"2002","New Zealand","Marginal rate1",15,
"2003","New Zealand","Marginal rate1",15,
"2004","New Zealand","Marginal rate1",15,
"2005","New Zealand","Marginal rate1",15,
"2006","New Zealand","Marginal rate1",15,
"2007","New Zealand","Marginal rate1",15,
"2008","New Zealand","Marginal rate1",13.75,
"2009","New Zealand","Marginal rate1",12.5,
"2010","New Zealand","Marginal rate1",11.5,
"2011","New Zealand","Marginal rate1",10.5,
"2012","New Zealand","Marginal rate1",10.5,
"2013","New Zealand","Marginal rate1",10.5,
"2000","Norway","Marginal rate1",10.35,
"2001","Norway","Marginal rate1",8.9,
"2002","Norway","Marginal rate1",13.7,
"2003","Norway","Marginal rate1",11.76,
"2004","Norway","Marginal rate1",12.2,
"2005","Norway","Marginal rate1",11.8,
"2006","Norway","Marginal rate1",11.8,
"2007","Norway","Marginal rate1",12.6,
"2008","Norway","Marginal rate1",13.3,
"2009","Norway","Marginal rate1",12.55,
"2010","Norway","Marginal rate1",12.55,
"2011","Norway","Marginal rate1",14.05,
"2012","Norway","Marginal rate1",13.75,
"2013","Norway","Marginal rate1",13.75,
"2000","Poland","Marginal rate1",19,
"2002","Poland","Marginal rate1",19,
"2003","Poland","Marginal rate1",19,
"2004","Poland","Marginal rate1",19,
"2005","Poland","Marginal rate1",19,
"2006","Poland","Marginal rate1",19,
"2007","Poland","Marginal rate1",19,
"2008","Poland","Marginal rate1",19,
"2009","Poland","Marginal rate1",18,
"2010","Poland","Marginal rate1",18,
"2011","Poland","Marginal rate1",18,
"2012","Poland","Marginal rate1",18,
"2013","Poland","Marginal rate1",18,
"2000","Portugal","Marginal rate1",14,
"2001","Portugal","Marginal rate1",12,
"2002","Portugal","Marginal rate1",12,
"2003","Portugal","Marginal rate1",12,
"2004","Portugal","Marginal rate1",12,
"2005","Portugal","Marginal rate1",10.5,
"2006","Portugal","Marginal rate1",10.5,
"2007","Portugal","Marginal rate1",10.5,
"2008","Portugal","Marginal rate1",10.5,
"2009","Portugal","Marginal rate1",10.5,
"2010","Portugal","Marginal rate1",11.08,
"2011","Portugal","Marginal rate1",11.5,
"2012","Portugal","Marginal rate1",11.5,
"2013","Portugal","Marginal rate1",14.5,
"2000","Slovak Republic","Marginal rate1",12,
"2001","Slovak Republic","Marginal rate1",12,
"2002","Slovak Republic","Marginal rate1",10,
"2003","Slovak Republic","Marginal rate1",10,
"2004","Slovak Republic","Marginal rate1",19,
"2005","Slovak Republic","Marginal rate1",19,
"2006","Slovak Republic","Marginal rate1",19,
"2007","Slovak Republic","Marginal rate1",19,
"2008","Slovak Republic","Marginal rate1",19,
"2009","Slovak Republic","Marginal rate1",19,
"2010","Slovak Republic","Marginal rate1",19,
"2011","Slovak Republic","Marginal rate1",19,
"2012","Slovak Republic","Marginal rate1",19,
"2013","Slovak Republic","Marginal rate1",19,
"2000","Spain","Marginal rate1",15,
"2001","Spain","Marginal rate1",15,
"2002","Spain","Marginal rate1",15,
"2003","Spain","Marginal rate1",9.06,
"2004","Spain","Marginal rate1",9.06,
"2005","Spain","Marginal rate1",9.06,
"2006","Spain","Marginal rate1",9.06,
"2007","Spain","Marginal rate1",15.66,
"2008","Spain","Marginal rate1",15.66,
"2009","Spain","Marginal rate1",15.66,
"2010","Spain","Marginal rate1",15.66,
"2011","Spain","Marginal rate1",12,
"2012","Spain","Marginal rate1",12.75,
"2013","Spain","Marginal rate1",12.75,
"2000","Sweden","Marginal rate1",0,
"2001","Sweden","Marginal rate1",0,
"2002","Sweden","Marginal rate1",0,
"2003","Sweden","Marginal rate1",0,
"2004","Sweden","Marginal rate1",0,
"2005","Sweden","Marginal rate1",0,
"2006","Sweden","Marginal rate1",0,
"2007","Sweden","Marginal rate1",0,
"2008","Sweden","Marginal rate1",0,
"2009","Sweden","Marginal rate1",0,
"2010","Sweden","Marginal rate1",0,
"2011","Sweden","Marginal rate1",0,
"2012","Sweden","Marginal rate1",0,
"2013","Sweden","Marginal rate1",0,
"2000","Switzerland","Marginal rate1",0,
"2001","Switzerland","Marginal rate1",0,
"2002","Switzerland","Marginal rate1",0,
"2003","Switzerland","Marginal rate1",0,
"2004","Switzerland","Marginal rate1",0,
"2005","Switzerland","Marginal rate1",0,
"2006","Switzerland","Marginal rate1",0,
"2007","Switzerland","Marginal rate1",0,
"2008","Switzerland","Marginal rate1",0,
"2009","Switzerland","Marginal rate1",0,
"2010","Switzerland","Marginal rate1",0,
"2011","Switzerland","Marginal rate1",0,
"2012","Switzerland","Marginal rate1",0,
"2013","Switzerland","Marginal rate1",0,
"2000","Turkey","Marginal rate1",15,
"2001","Turkey","Marginal rate1",15,
"2002","Turkey","Marginal rate1",15,
"2003","Turkey","Marginal rate1",15,
"2004","Turkey","Marginal rate1",15,
"2005","Turkey","Marginal rate1",15,
"2006","Turkey","Marginal rate1",15,
"2007","Turkey","Marginal rate1",15,
"2008","Turkey","Marginal rate1",15,
"2009","Turkey","Marginal rate1",15,
"2010","Turkey","Marginal rate1",15,
"2011","Turkey","Marginal rate1",15,
"2012","Turkey","Marginal rate1",15,
"2013","Turkey","Marginal rate1",15,
"2000","United Kingdom","Marginal rate1",10,
"2001","United Kingdom","Marginal rate1",10,
"2002","United Kingdom","Marginal rate1",10,
"2003","United Kingdom","Marginal rate1",10,
"2004","United Kingdom","Marginal rate1",10,
"2005","United Kingdom","Marginal rate1",10,
"2006","United Kingdom","Marginal rate1",10,
"2007","United Kingdom","Marginal rate1",10,
"2008","United Kingdom","Marginal rate1",20,
"2009","United Kingdom","Marginal rate1",20,
"2010","United Kingdom","Marginal rate1",20,
"2011","United Kingdom","Marginal rate1",20,
"2012","United Kingdom","Marginal rate1",20,
"2013","United Kingdom","Marginal rate1",20,
"2000","United States","Marginal rate1",15,
"2001","United States","Marginal rate1",10,
"2002","United States","Marginal rate1",10,
"2003","United States","Marginal rate1",10,
"2004","United States","Marginal rate1",10,
"2005","United States","Marginal rate1",10,
"2006","United States","Marginal rate1",10,
"2007","United States","Marginal rate1",10,
"2008","United States","Marginal rate1",10,
"2009","United States","Marginal rate1",10,
"2010","United States","Marginal rate1",10,
"2011","United States","Marginal rate1",10,
"2012","United States","Marginal rate1",10,
"2013","United States","Marginal rate1",10,
"2000","Chile","Marginal rate1",5,
"2001","Chile","Marginal rate1",5,
"2002","Chile","Marginal rate1",5,
"2003","Chile","Marginal rate1",5,
"2004","Chile","Marginal rate1",5,
"2005","Chile","Marginal rate1",5,
"2006","Chile","Marginal rate1",5,
"2007","Chile","Marginal rate1",5,
"2008","Chile","Marginal rate1",5,
"2009","Chile","Marginal rate1",5,
"2010","Chile","Marginal rate1",5,
"2011","Chile","Marginal rate1",5,
"2012","Chile","Marginal rate1",5,
"2013","Chile","Marginal rate1",5,
"2000","Estonia","Marginal rate1",26,
"2001","Estonia","Marginal rate1",26,
"2002","Estonia","Marginal rate1",26,
"2003","Estonia","Marginal rate1",26,
"2004","Estonia","Marginal rate1",26,
"2005","Estonia","Marginal rate1",24,
"2006","Estonia","Marginal rate1",23,
"2007","Estonia","Marginal rate1",22,
"2008","Estonia","Marginal rate1",21,
"2009","Estonia","Marginal rate1",21,
"2010","Estonia","Marginal rate1",21,
"2011","Estonia","Marginal rate1",21,
"2012","Estonia","Marginal rate1",21,
"2013","Estonia","Marginal rate1",21,
"2000","Israel","Marginal rate1",10,
"2001","Israel","Marginal rate1",10,
"2002","Israel","Marginal rate1",10,
"2003","Israel","Marginal rate1",10,
"2004","Israel","Marginal rate1",10,
"2005","Israel","Marginal rate1",10,
"2006","Israel","Marginal rate1",10,
"2007","Israel","Marginal rate1",10,
"2008","Israel","Marginal rate1",10,
"2009","Israel","Marginal rate1",10,
"2010","Israel","Marginal rate1",10,
"2011","Israel","Marginal rate1",10,
"2012","Israel","Marginal rate1",10,
"2013","Israel","Marginal rate1",10,
"2000","Slovenia","Marginal rate1",17,
"2001","Slovenia","Marginal rate1",17,
"2002","Slovenia","Marginal rate1",17,
"2003","Slovenia","Marginal rate1",17,
"2004","Slovenia","Marginal rate1",17,
"2005","Slovenia","Marginal rate1",16,
"2006","Slovenia","Marginal rate1",16,
"2007","Slovenia","Marginal rate1",16,
"2008","Slovenia","Marginal rate1",16,
"2009","Slovenia","Marginal rate1",16,
"2010","Slovenia","Marginal rate1",16,
"2011","Slovenia","Marginal rate1",16,
"2012","Slovenia","Marginal rate1",16,
"2013","Slovenia","Marginal rate1",16,
"2000","Australia","Threshold1",6000,
"2001","Australia","Threshold1",6000,
"2002","Australia","Threshold1",6000,
"2003","Australia","Threshold1",6000,
"2004","Australia","Threshold1",6000,
"2005","Australia","Threshold1",6000,
"2006","Australia","Threshold1",6000,
"2007","Australia","Threshold1",6000,
"2008","Australia","Threshold1",6000,
"2009","Australia","Threshold1",6000,
"2010","Australia","Threshold1",6000,
"2011","Australia","Threshold1",6000,
"2012","Australia","Threshold1",6000,
"2013","Australia","Threshold1",18200,
"2000","Austria","Threshold1",3633.6,
"2001","Austria","Threshold1",3633.6,
"2002","Austria","Threshold1",3640,
"2003","Austria","Threshold1",3640,
"2004","Austria","Threshold1",3640,
"2005","Austria","Threshold1",10000,
"2006","Austria","Threshold1",10000,
"2007","Austria","Threshold1",10000,
"2008","Austria","Threshold1",10000,
"2009","Austria","Threshold1",11000,
"2010","Austria","Threshold1",11000,
"2011","Austria","Threshold1",11000,
"2012","Austria","Threshold1",11000,
"2013","Austria","Threshold1",11000,
"2000","Belgium","Threshold1",6395.653,
"2001","Belgium","Threshold1",6570,
"2002","Belgium","Threshold1",6730,
"2003","Belgium","Threshold1",6840,
"2004","Belgium","Threshold1",6950,
"2005","Belgium","Threshold1",7100,
"2006","Belgium","Threshold1",7290,
"2007","Belgium","Threshold1",7420,
"2008","Belgium","Threshold1",7560,
"2009","Belgium","Threshold1",7900,
"2010","Belgium","Threshold1",7900,
"2011","Belgium","Threshold1",8070,
"2012","Belgium","Threshold1",8350,
"2013","Belgium","Threshold1",8350,
"2000","Canada","Threshold1",30004,
"2001","Canada","Threshold1",30754,
"2002","Canada","Threshold1",31677,
"2003","Canada","Threshold1",32183,
"2004","Canada","Threshold1",35000,
"2005","Canada","Threshold1",35595,
"2006","Canada","Threshold1",36378,
"2007","Canada","Threshold1",37178,
"2008","Canada","Threshold1",37885,
"2009","Canada","Threshold1",40726,
"2010","Canada","Threshold1",40970,
"2011","Canada","Threshold1",41544,
"2012","Canada","Threshold1",42707,
"2013","Canada","Threshold1",42707,
"2000","Czech Republic","Threshold1",102000,
"2001","Czech Republic","Threshold1",109200,
"2002","Czech Republic","Threshold1",109200,
"2003","Czech Republic","Threshold1",109200,
"2004","Czech Republic","Threshold1",109200,
"2005","Czech Republic","Threshold1",109200,
"2006","Czech Republic","Threshold1",121200,
"2007","Czech Republic","Threshold1",121200,
"2000","Denmark","Threshold1",164300,
"2001","Denmark","Threshold1",177900,
"2002","Denmark","Threshold1",191200,
"2004","Denmark","Threshold1",254000,
"2005","Denmark","Threshold1",259500,
"2006","Denmark","Threshold1",265500,
"2007","Denmark","Threshold1",272600,
"2008","Denmark","Threshold1",279800,
"2009","Denmark","Threshold1",347200,
"2010","Denmark","Threshold1",389900,
"2011","Denmark","Threshold1",389900,
"2012","Denmark","Threshold1",389900,
"2013","Denmark","Threshold1",421000,
"2000","Finland","Threshold1",8005.75,
"2001","Finland","Threshold1",11100.4,
"2002","Finland","Threshold1",11500,
"2003","Finland","Threshold1",11600,
"2004","Finland","Threshold1",11700,
"2005","Finland","Threshold1",12000,
"2006","Finland","Threshold1",12200,
"2007","Finland","Threshold1",12400,
"2008","Finland","Threshold1",12600,
"2009","Finland","Threshold1",13100,
"2010","Finland","Threshold1",15200,
"2011","Finland","Threshold1",15600,
"2012","Finland","Threshold1",16100,
"2013","Finland","Threshold1",16100,
"2000","France","Threshold1",4055,
"2001","France","Threshold1",4121,
"2002","France","Threshold1",4191,
"2003","France","Threshold1",4261,
"2004","France","Threshold1",4334,
"2005","France","Threshold1",4412,
"2006","France","Threshold1",5614,
"2007","France","Threshold1",5687,
"2008","France","Threshold1",5852,
"2009","France","Threshold1",5875,
"2010","France","Threshold1",5963,
"2011","France","Threshold1",5963,
"2012","France","Threshold1",5963,
"2013","France","Threshold1",5963,
"2000","Germany","Threshold1",6902,
"2001","Germany","Threshold1",7206,
"2002","Germany","Threshold1",7236,
"2003","Germany","Threshold1",7236,
"2004","Germany","Threshold1",7665,
"2005","Germany","Threshold1",7665,
"2006","Germany","Threshold1",7665,
"2007","Germany","Threshold1",7665,
"2008","Germany","Threshold1",7665,
"2009","Germany","Threshold1",7834,
"2010","Germany","Threshold1",8004,
"2011","Germany","Threshold1",8004,
"2012","Germany","Threshold1",8004,
"2013","Germany","Threshold1",8130,
"2000","Greece","Threshold1",5869.4,
"2001","Greece","Threshold1",7403,
"2002","Greece","Threshold1",8400,
"2003","Greece","Threshold1",10000,
"2004","Greece","Threshold1",10000,
"2005","Greece","Threshold1",11000,
"2006","Greece","Threshold1",11000,
"2007","Greece","Threshold1",12000,
"2008","Greece","Threshold1",12000,
"2009","Greece","Threshold1",12000,
"2010","Greece","Threshold1",12000,
"2011","Greece","Threshold1",5000,
"2012","Greece","Threshold1",5000,
"2013","Greece","Threshold1",5000,
"2000","Hungary","Threshold1",400000,
"2001","Hungary","Threshold1",480000,
"2002","Hungary","Threshold1",600000,
"2003","Hungary","Threshold1",650000,
"2004","Hungary","Threshold1",800000,
"2005","Hungary","Threshold1",1500000,
"2006","Hungary","Threshold1",1550000,
"2007","Hungary","Threshold1",1700000,
"2008","Hungary","Threshold1",1700000,
"2009","Hungary","Threshold1",1900000,
"2010","Hungary","Threshold1",5000000,
"2000","Iceland","Threshold1",3278000,
"2001","Iceland","Threshold1",3865000,
"2002","Iceland","Threshold1",3980000,
"2003","Iceland","Threshold1",4089450,
"2004","Iceland","Threshold1",4191686,
"2005","Iceland","Threshold1",4191686,
"2010","Iceland","Threshold1",2400000,
"2011","Iceland","Threshold1",2512800,
"2012","Iceland","Threshold1",2760000,
"2013","Iceland","Threshold1",2897700,
"2000","Ireland","Threshold1",21585.547,
"2001","Ireland","Threshold1",25394.762,
"2002","Ireland","Threshold1",28000,
"2003","Ireland","Threshold1",28000,
"2004","Ireland","Threshold1",28000,
"2005","Ireland","Threshold1",29400,
"2006","Ireland","Threshold1",32000,
"2007","Ireland","Threshold1",34000,
"2008","Ireland","Threshold1",35400,
"2009","Ireland","Threshold1",36400,
"2010","Ireland","Threshold1",36400,
"2011","Ireland","Threshold1",32800,
"2012","Ireland","Threshold1",32800,
"2013","Ireland","Threshold1",32800,
"2000","Italy","Threshold1",10329000,
"2001","Italy","Threshold1",10329,
"2002","Italy","Threshold1",10329.14,
"2003","Italy","Threshold1",15000,
"2004","Italy","Threshold1",15000,
"2005","Italy","Threshold1",26000,
"2006","Italy","Threshold1",26000,
"2007","Italy","Threshold1",15000,
"2008","Italy","Threshold1",15000,
"2009","Italy","Threshold1",15000,
"2010","Italy","Threshold1",15000,
"2011","Italy","Threshold1",15000,
"2012","Italy","Threshold1",15000,
"2013","Italy","Threshold1",15000,
"2000","Japan","Threshold1",3300000,
"2001","Japan","Threshold1",3300000,
"2002","Japan","Threshold1",3300000,
"2003","Japan","Threshold1",3300000,
"2004","Japan","Threshold1",3300000,
"2005","Japan","Threshold1",3300000,
"2006","Japan","Threshold1",3300000,
"2007","Japan","Threshold1",1950000,
"2008","Japan","Threshold1",1950000,
"2009","Japan","Threshold1",1950000,
"2010","Japan","Threshold1",1950000,
"2011","Japan","Threshold1",1950000,
"2012","Japan","Threshold1",1950000,
"2013","Japan","Threshold1",1950000,
"2000","Korea","Threshold1",10000000,
"2001","Korea","Threshold1",10000000,
"2002","Korea","Threshold1",10000000,
"2003","Korea","Threshold1",100000000,
"2004","Korea","Threshold1",10000000,
"2005","Korea","Threshold1",10000000,
"2006","Korea","Threshold1",10000000,
"2007","Korea","Threshold1",10000000,
"2008","Korea","Threshold1",12000000,
"2009","Korea","Threshold1",12000000,
"2010","Korea","Threshold1",12000000,
"2011","Korea","Threshold1",12000000,
"2012","Korea","Threshold1",12000000,
"2013","Korea","Threshold1",12000000,
"2000","Luxembourg","Threshold1",6693.125,
"2001","Luxembourg","Threshold1",9667.847,
"2002","Luxembourg","Threshold1",9750,
"2003","Luxembourg","Threshold1",9750,
"2004","Luxembourg","Threshold1",9750,
"2005","Luxembourg","Threshold1",9750,
"2006","Luxembourg","Threshold1",9750,
"2007","Luxembourg","Threshold1",9750,
"2008","Luxembourg","Threshold1",10335,
"2009","Luxembourg","Threshold1",11265,
"2010","Luxembourg","Threshold1",11265,
"2011","Luxembourg","Threshold1",11265,
"2012","Luxembourg","Threshold1",11265,
"2013","Luxembourg","Threshold1",11265,
"2000","Mexico","Threshold1",4833.96,
"2001","Mexico","Threshold1",5153.23,
"2002","Mexico","Threshold1",5212,
"2003","Mexico","Threshold1",5270,
"2004","Mexico","Threshold1",5270,
"2005","Mexico","Threshold1",5953,
"2006","Mexico","Threshold1",5952.84,
"2007","Mexico","Threshold1",5952.84,
"2008","Mexico","Threshold1",5952.84,
"2009","Mexico","Threshold1",5952.84,
"2010","Mexico","Threshold1",5952.85,
"2011","Mexico","Threshold1",5952.85,
"2012","Mexico","Threshold1",5952.85,
"2013","Mexico","Threshold1",5952.85,
"2000","Netherlands","Threshold1",6922.417,
"2001","Netherlands","Threshold1",14869.924,
"2002","Netherlands","Threshold1",15331,
"2003","Netherlands","Threshold1",15883,
"2004","Netherlands","Threshold1",16265,
"2005","Netherlands","Threshold1",16893,
"2006","Netherlands","Threshold1",17046,
"2007","Netherlands","Threshold1",17319,
"2008","Netherlands","Threshold1",17579,
"2009","Netherlands","Threshold1",17878,
"2010","Netherlands","Threshold1",18218,
"2011","Netherlands","Threshold1",18628,
"2012","Netherlands","Threshold1",18945,
"2013","Netherlands","Threshold1",19645,
"2000","New Zealand","Threshold1",9500,
"2001","New Zealand","Threshold1",9500,
"2002","New Zealand","Threshold1",9500,
"2003","New Zealand","Threshold1",9500,
"2004","New Zealand","Threshold1",9500,
"2005","New Zealand","Threshold1",9500,
"2006","New Zealand","Threshold1",9500,
"2007","New Zealand","Threshold1",9500,
"2008","New Zealand","Threshold1",9500,
"2009","New Zealand","Threshold1",14000,
"2010","New Zealand","Threshold1",14000,
"2011","New Zealand","Threshold1",14000,
