"race_unique","office_type_fin","place","area","term","cntyname","date","office","recode_offname","total_votes","n_to_vote_for","n_candidates","n_incumb","n_incumb_per_office","n_candidates_per_office","n_open_seats","avg_winner","sd_winner","median_winner","lowest_winner","top_loser","loser_margin","loser_margin_pct","loser_difference_median_winner","avg_votes_per_office","entity_name","year","office_pretty"
"1996 199600103","Judge","LOS ANGELES","3","Full","LOS ANGELES",1996-03-26,"MUNICIPAL JUDGE, CITRUS DIST.","OTHER COUNTY OFFICE",48048,1,3,1,1,3,0,29137,NA,29137,29137,11464,17673,0.36781968031968,0.606548374918489,48048,"Los Angeles",1996,"Judge"
"1996 199600104","Judge","LOS ANGELES","4","Full","LOS ANGELES",1996-03-26,"MUNICIPAL JUDGE, CITRUS DIST.","OTHER COUNTY OFFICE",44474,1,3,1,1,3,0,26878,NA,26878,26878,8944,17934,0.403246840850834,0.667237145620954,44474,"Los Angeles",1996,"Judge"
"1996 199600105","Judge","LOS ANGELES","1","Full","LOS ANGELES",1996-03-26,"MUNICIPAL JUDGE, ALHAMBRA DIST","OTHER COUNTY OFFICE",26448,1,2,1,1,2,0,14716,NA,14716,14716,11732,2984,0.112825166364186,0.202772492525143,26448,"Los Angeles",1996,"Judge"
"1996 199600106","Judge","LOS ANGELES","2","Full","LOS ANGELES",1996-03-26,"MUNICIPAL JUDGE, ANTELOPE DIST","OTHER COUNTY OFFICE",35836,1,2,1,1,2,0,23298,NA,23298,23298,12538,10760,0.300256725080924,0.461842218216156,35836,"Los Angeles",1996,"Judge"
"1996 199600107","Judge","LOS ANGELES","3","Full","LOS ANGELES",1996-03-26,"MUNICIPAL JUDGE, CITRUS DIST.","OTHER COUNTY OFFICE",44700,1,2,1,1,2,0,31603,NA,31603,31603,13097,18506,0.414004474272931,0.585577318608993,44700,"Los Angeles",1996,"Judge"
"1996 199600108","Judge","LOS ANGELES","4","Full","LOS ANGELES",1996-03-26,"MUNICIPAL JUDGE, LOS CERRITOS","OTHER COUNTY OFFICE",27754,1,2,0,0,2,1,21214,NA,21214,21214,6540,14674,0.528716581393673,0.691713019703969,27754,"Los Angeles",1996,"Judge"
"1996 199600109","Judge","LOS ANGELES","3","Full","LOS ANGELES",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",837867,1,1,1,1,1,0,837867,NA,837867,837867,NA,NA,NA,NA,837867,"Los Angeles",1996,"Judge"
"1996 199600110","Judge","LOS ANGELES","18","Full","LOS ANGELES",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",927595,1,3,1,1,3,0,511425,NA,511425,511425,236040,275385,0.296880642953013,0.538466050740578,927595,"Los Angeles",1996,"Judge"
"1996 199600111","Judge","LOS ANGELES","25","Full","LOS ANGELES",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",857535,1,2,0,0,2,1,632506,NA,632506,632506,225029,407477,0.475172441941145,0.644226299829567,857535,"Los Angeles",1996,"Judge"
"1996 199600112","Judge","LOS ANGELES","38","Full","LOS ANGELES",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",629810,1,1,1,1,1,0,629810,NA,629810,629810,NA,NA,NA,NA,629810,"Los Angeles",1996,"Judge"
"1996 199600113","Judge","LOS ANGELES","39","Full","LOS ANGELES",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",850889,1,2,1,1,2,0,602170,NA,602170,602170,248719,353451,0.41539025654345,0.58696215354468,850889,"Los Angeles",1996,"Judge"
"1996 199600114","Judge","LOS ANGELES","58","Full","LOS ANGELES",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",858128,1,3,0,0,3,1,267508,NA,267508,267508,NA,NA,NA,NA,858128,"Los Angeles",1996,"Judge"
"1996 199600115","Supervisor","LOS ANGELES","4","Full","LOS ANGELES",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",500457,1,2,0,0,2,1,309598,NA,309598,309598,190859,118739,0.23726114331501,0.383526379369376,500457,"Los Angeles",1996,"Supervisor"
"1996 199600116","Attorney","LOS ANGELES",NA,"Full","LOS ANGELES",1996-11-05,"DISTRICT ATTORNEY","OTHER COUNTY OFFICE",2244496,1,2,1,1,2,0,1124631,NA,1124631,1124631,1119865,4766,0.0021234165710253,0.0042378344541454,2244496,"Los Angeles",1996,"Attorney"
"1996 199600117","Judge","LOS ANGELES","1","Full","LOS ANGELES",1996-11-05,"MUNICIPAL JUDGE, CITRUS DIST.","OTHER COUNTY OFFICE",100083,1,2,0,0,2,1,56713,NA,56713,56713,43370,13343,0.133319344943697,0.235272336148678,100083,"Los Angeles",1996,"Judge"
"1996 199600118","Judge","LOS ANGELES","2","Full","LOS ANGELES",1996-11-05,"MUNICIPAL JUDGE, EAST L.A. DIS","OTHER COUNTY OFFICE",35671,1,2,0,0,2,1,19399,NA,19399,19399,16272,3127,0.0876622466429312,0.161193875972988,35671,"Los Angeles",1996,"Judge"
"1996 199600119","Judge","LOS ANGELES","58","Full","LOS ANGELES",1996-11-05,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",1969540,1,2,0,0,2,1,1042662,NA,1042662,1042662,926878,115784,0.0587873310519208,0.111046532816963,1969540,"Los Angeles",1996,"Judge"
"1996 199600120","Supervisor","MADERA","1","Full","MADERA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",5120,1,6,0,0,6,1,791,NA,791,791,669,122,0.023828125,0.154235145385588,5120,"Madera",1996,"Supervisor"
"1996 199600121","Supervisor","MADERA","3","Full","MADERA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",3311,1,2,1,1,2,0,2029,NA,2029,2029,1282,747,0.225611597704621,0.368161655988172,3311,"Madera",1996,"Supervisor"
"1996 199600122","Supervisor","MADERA","4","Full","MADERA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1680,1,2,1,1,2,0,887,NA,887,887,793,94,0.055952380952381,0.10597519729425,1680,"Madera",1996,"Supervisor"
"1996 199600123","Supervisor","MADERA","1","Short","MADERA",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",7206,1,2,1,1,2,0,4847,NA,4847,4847,2359,2488,0.345267832361921,0.513307200330101,7206,"Madera",1996,"Supervisor"
"1996 199600124","Supervisor","MARIN","2","Full","MARIN",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",13834,1,2,1,1,2,0,10991,NA,10991,10991,2843,8148,0.588983663437907,0.741333818578837,13834,"Marin",1996,"Supervisor"
"1996 199600125","Supervisor","MARIN","3","Full","MARIN",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",14402,1,2,1,1,2,0,8447,NA,8447,8447,5955,2492,0.173031523399528,0.295015982005446,14402,"Marin",1996,"Supervisor"
"1996 199600126","Supervisor","MARIN","4","Full","MARIN",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",12935,1,4,0,0,4,1,2365,NA,2365,2365,1419,946,0.0731349052957093,0.4,12935,"Marin",1996,"Supervisor"
"1996 199600127","Judge","MARIN","1","Full","MARIN",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",46897,1,1,1,1,1,0,46897,NA,46897,46897,NA,NA,NA,NA,46897,"Marin",1996,"Judge"
"1996 199600128","Judge","MARIN","3","Full","MARIN",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",58720,1,2,0,0,2,1,41664,NA,41664,41664,17056,24608,0.419073569482289,0.59062980030722,58720,"Marin",1996,"Judge"
"1996 199600129","Supervisor","MARIN","4","Full","MARIN",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",19368,1,2,0,0,2,1,10409,NA,10409,10409,8959,1450,0.0748657579512598,0.139302526659621,19368,"Marin",1996,"Supervisor"
"1996 199600131","Supervisor","MARIPOSA","2","Full","MARIPOSA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",832,1,1,1,1,1,0,832,NA,832,832,NA,NA,NA,NA,832,"Mariposa",1996,"Supervisor"
"1996 199600132","Supervisor","MARIPOSA","4","Full","MARIPOSA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",853,1,1,1,1,1,0,853,NA,853,853,NA,NA,NA,NA,853,"Mariposa",1996,"Supervisor"
"1996 199600133","Supervisor","MARIPOSA","5","Full","MARIPOSA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1403,1,3,0,0,3,1,920,NA,920,920,281,639,0.455452601568068,0.694565217391304,1403,"Mariposa",1996,"Supervisor"
"1996 199600134","Supervisor","MENDOCINO","1","Full","MENDOCINO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",4390,1,2,1,1,2,0,2631,NA,2631,2631,1759,872,0.198633257403189,0.331432915241353,4390,"Mendocino",1996,"Supervisor"
"1996 199600135","Supervisor","MENDOCINO","2","Full","MENDOCINO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",4111,1,2,1,1,2,0,2308,NA,2308,2308,1803,505,0.122841157869132,0.218804159445407,4111,"Mendocino",1996,"Supervisor"
"1996 199600136","Supervisor","MENDOCINO","4","Full","MENDOCINO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",4743,1,3,1,1,3,0,1251,NA,1251,1251,NA,NA,NA,NA,4743,"Mendocino",1996,"Supervisor"
"1996 199600137","Judge","MENDOCINO","1","Full","MENDOCINO",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",21495,1,2,1,1,2,0,12094,NA,12094,12094,9401,2693,0.125284949988369,0.22267239953696,21495,"Mendocino",1996,"Judge"
"1996 199600138","Judge","MENDOCINO","2","Full","MENDOCINO",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",21872,1,2,0,0,2,1,12817,NA,12817,12817,9055,3762,0.172000731528895,0.293516423500039,21872,"Mendocino",1996,"Judge"
"1996 199600139","Judge","MENDOCINO","3","Full","MENDOCINO",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",21352,1,2,1,1,2,0,11235,NA,11235,11235,10117,1118,0.0523604346197078,0.0995104583889631,21352,"Mendocino",1996,"Judge"
"1996 199600140","Supervisor","MENDOCINO","4","Full","MENDOCINO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6599,1,2,0,0,2,1,3665,NA,3665,3665,2934,731,0.110774359751477,0.199454297407913,6599,"Mendocino",1996,"Supervisor"
"1996 199600141","Supervisor","MERCED","1","Full","MERCED",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1762,1,1,1,1,1,0,1762,NA,1762,1762,NA,NA,NA,NA,1762,"Merced",1996,"Supervisor"
"1996 199600142","Supervisor","MERCED","2","Full","MERCED",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6736,1,3,1,1,3,0,3539,NA,3539,3539,1954,1585,0.235302850356295,0.44786662899124,6736,"Merced",1996,"Supervisor"
"1996 199600143","Supervisor","MERCED","4","Full","MERCED",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",5266,1,2,1,1,2,0,3198,NA,3198,3198,2068,1130,0.214584124572731,0.353345841150719,5266,"Merced",1996,"Supervisor"
"1996 199600144","Supervisor","MODOC","3","Full","MODOC",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",752,1,2,0,0,2,1,497,NA,497,497,255,242,0.321808510638298,0.48692152917505,752,"Modoc",1996,"Supervisor"
"1996 199600145","Supervisor","MONO","2","Full","MONO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",724,1,2,1,1,2,0,419,NA,419,419,305,114,0.157458563535912,0.272076372315036,724,"Mono",1996,"Supervisor"
"1996 199600146","Supervisor","MONO","3","Full","MONO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",741,1,3,0,0,3,1,200,NA,200,200,NA,NA,NA,NA,741,"Mono",1996,"Supervisor"
"1996 199600147","Supervisor","MONO","4","Full","MONO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",657,1,3,0,0,3,1,172,NA,172,172,NA,NA,NA,NA,657,"Mono",1996,"Supervisor"
"1996 199600148","Supervisor","MONO","3","Full","MONO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",927,1,2,0,0,2,1,565,NA,565,565,362,203,0.21898597626753,0.35929203539823,927,"Mono",1996,"Supervisor"
"1996 199600149","Supervisor","MONO","4","Full","MONO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",831,1,2,0,0,2,1,472,NA,472,472,359,113,0.135980746089049,0.239406779661017,831,"Mono",1996,"Supervisor"
"1996 199600150","Supervisor","MONTEREY","1","Full","MONTEREY",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",5731,1,2,1,1,2,0,2879,NA,2879,2879,2852,27,0.0047112196824289,0.0093782563390066,5731,"Monterey",1996,"Supervisor"
"1996 199600151","Supervisor","MONTEREY","4","Full","MONTEREY",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",5671,1,1,1,1,1,0,5671,NA,5671,5671,NA,NA,NA,NA,5671,"Monterey",1996,"Supervisor"
"1996 199600152","Supervisor","MONTEREY","5","Full","MONTEREY",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",22426,1,3,0,0,3,1,4395,NA,4395,4395,NA,NA,NA,NA,22426,"Monterey",1996,"Supervisor"
"1996 199600153","Supervisor","MONTEREY","5","Full","MONTEREY",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",34756,1,2,1,1,2,0,19106,NA,19106,19106,15650,3456,0.0994360685924732,0.180885585679891,34756,"Monterey",1996,"Supervisor"
"1996 199600154","Supervisor","NAPA","2","Full","NAPA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",8992,1,4,2,2,4,-1,3392,NA,3392,3392,2051,1341,0.14913256227758,0.395341981132075,8992,"Napa",1996,"Supervisor"
"1996 199600155","Supervisor","NAPA","4","Full","NAPA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6900,1,3,0,0,3,1,3622,NA,3622,3622,2245,1377,0.199565217391304,0.38017669795693,6900,"Napa",1996,"Supervisor"
"1996 199600156","Supervisor","NAPA","5","Full","NAPA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6660,1,3,0,0,3,1,4515,NA,4515,4515,1341,3174,0.476576576576577,0.702990033222591,6660,"Napa",1996,"Supervisor"
"1996 199600157","Supervisor","NEVADA","1","Full","NEVADA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",7224,1,2,0,0,2,1,4088,NA,4088,4088,3136,952,0.131782945736434,0.232876712328767,7224,"Nevada",1996,"Supervisor"
"1996 199600158","Supervisor","NEVADA","2","Full","NEVADA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",6358,1,3,1,1,3,0,3356,NA,3356,3356,2170,1186,0.186536646744259,0.353396901072706,6358,"Nevada",1996,"Supervisor"
"1996 199600159","Supervisor","NEVADA","5","Full","NEVADA",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",5209,1,2,1,1,2,0,3409,NA,3409,3409,1800,1609,0.308888462276829,0.471985919624523,5209,"Nevada",1996,"Supervisor"
"1996 199600160","Judge","NEVADA",NA,"Full","NEVADA",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",30523,1,10,0,0,10,1,3684,NA,3684,3684,3619,65,0.00212954165711103,0.0176438653637351,30523,"Nevada",1996,"Judge"
"1996 199600161","Judge","NEVADA","2","Full","NEVADA",1996-11-05,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",41274,1,2,0,0,2,1,24407,NA,24407,24407,16867,7540,0.182681591316567,0.308927766624329,41274,"Nevada",1996,"Judge"
"1996 199600162","Supervisor","ORANGE","1","Full","ORANGE",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",45137,1,5,0,0,5,1,11210,NA,11210,11210,4533,6677,0.147927420962846,0.595628902765388,45137,"Orange",1996,"Supervisor"
"1996 199600163","Supervisor","ORANGE","3","Full","ORANGE",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",100473,1,8,0,0,8,1,14925,NA,14925,14925,11112,3813,0.0379504941626108,0.255477386934673,100473,"Orange",1996,"Supervisor"
"1996 199600164","Judge","ORANGE","1","Full","ORANGE",1996-03-26,"MUNICIPAL JUDGE","OTHER COUNTY OFFICE",96436,1,6,0,0,6,1,13891,NA,13891,13891,12688,1203,0.0124745945497532,0.0866028363688719,96436,"Orange",1996,"Judge"
"1996 199600165","Judge","ORANGE","1","Full","ORANGE",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",405292,1,3,1,1,3,0,233291,NA,233291,233291,137790,95501,0.235635048310848,0.409364270374768,405292,"Orange",1996,"Judge"
"1996 199600166","Judge","ORANGE","17","Full","ORANGE",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",395160,1,3,0,0,3,1,116332,NA,116332,116332,NA,NA,NA,NA,395160,"Orange",1996,"Judge"
"1996 199600167","Judge","ORANGE","22","Full","ORANGE",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",391424,1,3,0,0,3,1,113089,NA,113089,113089,NA,NA,NA,NA,391424,"Orange",1996,"Judge"
"1996 199600169","Supervisor","ORANGE","1","Full","ORANGE",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",88160,1,2,1,1,2,0,45129,NA,45129,45129,43031,2098,0.0237976406533575,0.046488953887744,88160,"Orange",1996,"Supervisor"
"1996 199600170","Supervisor","ORANGE","3","Full","ORANGE",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",176156,1,2,0,0,2,1,101723,NA,101723,101723,74433,27290,0.154919503167647,0.268277577342391,176156,"Orange",1996,"Supervisor"
"1996 199600171","Judge","ORANGE","1","Full","ORANGE",1996-11-05,"MUNICIPAL JUDGE","OTHER COUNTY OFFICE",155413,1,2,0,0,2,1,97432,NA,97432,97432,57981,39451,0.253846203342063,0.4049080384268,155413,"Orange",1996,"Judge"
"1996 199600172","Judge","ORANGE","17","Full","ORANGE",1996-11-05,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",701587,1,2,0,0,2,1,352646,NA,352646,352646,348941,3705,0.0052808846230047,0.0105062867578251,701587,"Orange",1996,"Judge"
"1996 199600173","Judge","ORANGE","22","Full","ORANGE",1996-11-05,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",690015,1,2,1,1,2,0,396295,NA,396295,396295,293720,102575,0.14865618863358,0.25883495880594,690015,"Orange",1996,"Judge"
"1996 199600174","Supervisor","PLACER","3","Full","PLACER",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",10664,1,2,1,1,2,0,5604,NA,5604,5604,5060,544,0.0510127531882971,0.0970735189150607,10664,"Placer",1996,"Supervisor"
"1996 199600175","Supervisor","PLACER","4","Full","PLACER",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",10571,1,5,0,0,5,1,2626,NA,2626,2626,2266,360,0.0340554346797843,0.137090632140137,10571,"Placer",1996,"Supervisor"
"1996 199600176","Supervisor","PLACER","5","Full","PLACER",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",10015,1,2,1,1,2,0,5684,NA,5684,5684,4331,1353,0.135097353969046,0.238036593947924,10015,"Placer",1996,"Supervisor"
"1996 199600177","Supervisor","PLACER","4","Full","PLACER",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",18164,1,2,0,0,2,1,10332,NA,10332,10332,7832,2500,0.137634882184541,0.24196670538134,18164,"Placer",1996,"Supervisor"
"1996 199600178","Supervisor","PLUMAS","1","Full","PLUMAS",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1338,1,4,1,1,4,0,720,NA,720,720,262,458,0.342301943198804,0.636111111111111,1338,"Plumas",1996,"Supervisor"
"1996 199600179","Supervisor","PLUMAS","2","Full","PLUMAS",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1294,1,3,1,1,3,0,817,NA,817,817,294,523,0.404173106646059,0.640146878824969,1294,"Plumas",1996,"Supervisor"
"1996 199600180","Supervisor","PLUMAS","3","Full","PLUMAS",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1761,1,2,1,1,2,0,1327,NA,1327,1327,434,893,0.50709823963657,0.672946495855313,1761,"Plumas",1996,"Supervisor"
"1996 199600181","Supervisor","PLUMAS","4","Full","PLUMAS",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",977,1,1,1,1,1,0,977,NA,977,977,NA,NA,NA,NA,977,"Plumas",1996,"Supervisor"
"1996 199600182","Supervisor","RIVERSIDE","1","Full","RIVERSIDE",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",43236,1,2,1,1,2,0,22567,NA,22567,22567,20669,1898,0.0438986030160052,0.084105109230292,43236,"Riverside",1996,"Supervisor"
"1996 199600183","Supervisor","RIVERSIDE","3","Full","RIVERSIDE",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",59930,1,4,0,0,4,1,9234,NA,9234,9234,4471,4763,0.0794760553979643,0.515811132770197,59930,"Riverside",1996,"Supervisor"
"1996 199600184","Supervisor","RIVERSIDE","3","Full","RIVERSIDE",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",88120,1,2,0,0,2,1,44166,NA,44166,44166,43954,212,0.00240581025873808,0.00480007245392383,88120,"Riverside",1996,"Supervisor"
"1996 199600185","Supervisor","SACRAMENTO","3","Full","SACRAMENTO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",45435,1,1,1,1,1,0,45435,NA,45435,45435,NA,NA,NA,NA,45435,"Sacramento",1996,"Supervisor"
"1996 199600186","Supervisor","SACRAMENTO","4","Full","SACRAMENTO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",44733,1,1,1,1,1,0,44733,NA,44733,44733,NA,NA,NA,NA,44733,"Sacramento",1996,"Supervisor"
"1996 199600187","Supervisor","SAN BENITO","1","Full","SAN BENITO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1474,1,1,1,1,1,0,1474,NA,1474,1474,NA,NA,NA,NA,1474,"San Benito",1996,"Supervisor"
"1996 199600188","Supervisor","SAN BENITO","2","Full","SAN BENITO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1938,1,3,0,0,3,1,383,NA,383,383,NA,NA,NA,NA,1938,"San Benito",1996,"Supervisor"
"1996 199600189","Supervisor","SAN BENITO","5","Full","SAN BENITO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",1344,1,3,0,0,3,1,253,NA,253,253,NA,NA,NA,NA,1344,"San Benito",1996,"Supervisor"
"1996 199600190","Supervisor","SAN BENITO","2","Full","SAN BENITO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2748,1,2,1,1,2,0,1404,NA,1404,1404,1344,60,0.0218340611353712,0.0427350427350427,2748,"San Benito",1996,"Supervisor"
"1996 199600191","Supervisor","SAN BENITO","5","Full","SAN BENITO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",2249,1,2,0,0,2,1,1134,NA,1134,1134,1115,19,0.00844819919964429,0.0167548500881834,2249,"San Benito",1996,"Supervisor"
"1996 199600192","Supervisor","SAN BERNARDINO","1","Full","SAN BERNARDINO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",51672,1,4,0,0,4,1,5355,NA,5355,5355,3941,1414,0.0273649171698405,0.264052287581699,51672,"San Bernardino",1996,"Supervisor"
"1996 199600193","Supervisor","SAN BERNARDINO","3","Full","SAN BERNARDINO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",59924,1,4,0,0,4,1,12916,NA,12916,12916,11553,1363,0.0227454776049663,0.10552802725302,59924,"San Bernardino",1996,"Supervisor"
"1996 199600194","Supervisor","SAN BERNARDINO","5","Full","SAN BERNARDINO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",21749,1,1,1,1,1,0,21749,NA,21749,21749,NA,NA,NA,NA,21749,"San Bernardino",1996,"Supervisor"
"1996 199600195","Judge","SAN BERNARDINO","3","Full","SAN BERNARDINO",1996-03-26,"MUNICIPAL JUDGE","OTHER COUNTY OFFICE",32031,1,2,0,0,2,1,20754,NA,20754,20754,11277,9477,0.295869626299522,0.456634865568083,32031,"San Bernardino",1996,"Judge"
"1996 199600196","Judge","SAN BERNARDINO","2","Full","SAN BERNARDINO",1996-03-26,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",190850,1,5,0,0,5,1,44218,NA,44218,44218,19087,25131,0.131679329316217,0.568343208648062,190850,"San Bernardino",1996,"Judge"
"1996 199600197","Supervisor","SAN BERNARDINO","1","Full","SAN BERNARDINO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",81085,1,2,1,1,2,0,58870,NA,58870,58870,22215,36655,0.45205648393661,0.622643111941566,81085,"San Bernardino",1996,"Supervisor"
"1996 199600198","Supervisor","SAN BERNARDINO","3","Full","SAN BERNARDINO",1996-11-05,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",96959,1,2,0,0,2,1,49136,NA,49136,49136,47823,1313,0.0135418063305108,0.0267217518723543,96959,"San Bernardino",1996,"Supervisor"
"1996 199600199","Judge","SAN BERNARDINO","2","Full","SAN BERNARDINO",1996-11-05,"SUPERIOR JUDGE","OTHER COUNTY OFFICE",351570,1,2,0,0,2,1,207455,NA,207455,207455,144115,63340,0.180163267628068,0.30531922585621,351570,"San Bernardino",1996,"Judge"
"1996 199600200","Supervisor","SAN DIEGO","1","Full","SAN DIEGO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",40376,1,1,1,1,1,0,40376,NA,40376,40376,NA,NA,NA,NA,40376,"San Diego",1996,"Supervisor"
"1996 199600201","Supervisor","SAN DIEGO","2","Full","SAN DIEGO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",104190,1,5,1,1,5,0,58345,NA,58345,58345,18876,39469,0.378817544869949,0.67647613334476,104190,"San Diego",1996,"Supervisor"
"1996 199600202","Supervisor","SAN DIEGO","3","Full","SAN DIEGO",1996-03-26,"COUNTY SUPERVISOR","COUNTY SUPERVISOR",113368,1,2,1,1,2,0,84695,NA,84695,84695,28673,56022,0.494160609695858,0.661455812031407,113368,"San Diego",1996,"Supervisor"
"1996 199600203","Judge","SAN DIEGO","1","Full","SAN DIEGO",1996-03-26,"MUNICIPAL JUDGE","OTHER COUNTY OFFICE",169958,1,2,1,1,2,0,126617,NA,126617,126617,43341,83276,0.489979877381471,0.65769999289195,169958,"San Diego",1996,"Judge"
"1996 199600204","Judge","SAN DIEGO","5","Full","SAN DIEGO",1996-03-26,"MUNICIPAL JUDGE","OTHER COUNTY OFFICE",115594,1,2,0,0,2,1,66989,NA,66989,66989,48605,18384,0.159039396508469,0.274433115884697,115594,"San Diego",1996,"Judge"
"1996 199600205","Judge","SAN FRANCISCO","1","Full","SAN FRANCISCO",1996-03-26,"MUNICIPAL JUDGE","OTHER COUNTY OFFICE",124834,1,3,0,0,3,1,35953,NA,35953,35953,NA,NA,NA,NA,124834,"San Francisco",1996,"Judge"
