"COU","Country","INCOMEAW","Income as a percentage of the average wage","AVGRATES","Average tax rates and wedges","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,61.076639,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,60.865949,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,61.006638,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,61.066978,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,60.960021,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,60.803512,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,60.782927,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,60.674536,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,59.887373,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,59.628821,,
"BEL","Belgium","167","167","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,58.997874,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,27.715402,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,26.873051,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,27.120486,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,27.011055,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,27.423337,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,27.395392,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,27.316819,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,26.577756,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,26.558953,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,26.092626,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,25.798025,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,26.006204,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,26.157348,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,26.342528,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,26.537352,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,26.522982,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,26.48256,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,25.689026,,
"CAN","Canada","67","67","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,25.808266,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,32.893949,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,31.531028,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,31.708589,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,31.670832,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,31.856013,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,31.852046,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,31.74384,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,31.25298,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,31.255424,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,30.515127,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,30.391521,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,30.641166,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,30.789629,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,31.007601,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,31.582646,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,31.539446,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,31.373907,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,30.602363,,
"CAN","Canada","100","100","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,30.712254,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,34.391978,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,32.705581,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,32.813134,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,32.650118,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,32.742161,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,32.866514,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,32.832635,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,32.426206,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,32.428759,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,32.080192,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,31.851122,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,32.046794,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,32.191656,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,32.330965,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,32.500088,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,32.527067,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,32.142431,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,31.423742,,
"CAN","Canada","133","133","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,31.377636,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,35.202431,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,33.122862,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,33.152752,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,32.976288,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,33.112684,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,33.224925,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,33.205994,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,32.910213,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,32.920921,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,32.590678,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,32.653795,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,32.834025,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,32.945761,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,33.090523,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,33.319298,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,33.311899,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,32.698388,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,32.047813,,
"CAN","Canada","167","167","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,32.0509,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,41.308742,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,41.283856,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,41.536226,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,41.690989,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,41.890162,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,42.027491,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,40.076433,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,40.583656,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,40.112717,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,38.76694,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,38.952536,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,39.664569,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,39.435765,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,39.416616,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,39.674861,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,39.952782,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,40.259095,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,40.802263,,
"CZE","Czech Republic","67","67","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,41.363893,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,42.585757,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,42.587997,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,42.975246,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,43.212722,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,43.518341,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,43.729066,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,42.52621,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,42.883267,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,43.436631,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,42.005939,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,42.130289,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,42.607351,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,42.454052,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,42.441222,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,42.614247,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,42.800453,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,43.005683,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,43.369605,,
"CZE","Czech Republic","100","100","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,43.745898,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,43.965899,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,43.967584,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,44.258748,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,44.437301,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,44.66709,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,44.82553,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,44.524681,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,44.993685,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,45.111084,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,43.637615,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2010","2010","PC","Percentage","0","Units",,,43.731112,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2011","2011","PC","Percentage","0","Units",,,44.089805,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2012","2012","PC","Percentage","0","Units",,,43.974543,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2013","2013","PC","Percentage","0","Units",,,43.964896,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2014","2014","PC","Percentage","0","Units",,,44.09499,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2015","2015","PC","Percentage","0","Units",,,44.234995,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2016","2016","PC","Percentage","0","Units",,,44.389303,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2017","2017","PC","Percentage","0","Units",,,44.662929,,
"CZE","Czech Republic","133","133","TOT_TAX_WEDGE","Total tax wedge","2018","2018","PC","Percentage","0","Units",,,44.945855,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2000","2000","PC","Percentage","0","Units",,,44.817375,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2001","2001","PC","Percentage","0","Units",,,44.818717,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2002","2002","PC","Percentage","0","Units",,,45.252107,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2003","2003","PC","Percentage","0","Units",,,45.533832,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2004","2004","PC","Percentage","0","Units",,,45.896398,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2005","2005","PC","Percentage","0","Units",,,46.146388,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2006","2006","PC","Percentage","0","Units",,,46.05669,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2007","2007","PC","Percentage","0","Units",,,46.731015,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2008","2008","PC","Percentage","0","Units",,,46.144135,,
"CZE","Czech Republic","167","167","TOT_TAX_WEDGE","Total tax wedge","2009","2009","PC","Percentage","0","Units",,,44.644275,,
